Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D
4758,14,0.0152,2.425,4992,3920,-0.022,701.44,108.14,4015,3975.85481781538,1154.0005071535868,2794.2934995792675,536.9928154884025,159.53947368421052
4759,14,0.0152,2.424,4992,4020,-0.023,701.44,108.14,4115,3980.4572020017,1154.0005071535868,2794.2934995792675,536.9928154884025,159.4736842105263
4760,14,0.0152,2.367,6463,1080,0.519,16.911,277.67,1404,1681.99077186841,1239.1809904863082,2779.271576396942,553.6295143036103,155.72368421052633
4761,14,0.0152,2.367,6463,1080,0.518,10.762,278.83,1391,1685.30361563596,1239.1809904863082,2779.271576396942,553.6295143036103,155.72368421052633
4762,14,0.0152,2.368,6492,1110,0.479,87.528,264.16,1454,1825.46080651263,1240.7398110987672,2778.924748726008,553.9269724174716,155.78947368421052
4763,14,0.0152,2.366,6512,1110,0.484,88.984,264.1,1469,1794.97360731897,1241.812564951646,2778.684525423945,554.1315251286796,155.6578947368421
4764,14,0.0152,2.367,6472,1080,0.478,161.373,248.92,1536,1860.24645829199,1239.6651856112178,2779.1641301571035,553.7219378002167,155.72368421052633
4765,14,0.0152,2.366,6472,1090,0.463,225.932,235.34,1624,1931.82118366797,1239.6651856112178,2779.1641301571035,553.7219378002167,155.6578947368421
4766,14,0.0152,2.366,6472,1090,0.463,225.932,235.34,1624,1931.82118366797,1239.6651856112178,2779.1641301571035,553.7219378002167,155.6578947368421
4767,14,0.0152,2.366,6531,1130,0.415,311.216,217.59,1707,2073.79292935723,1242.8299578119133,2778.4555360208105,554.3254062041598,155.6578947368421
4768,14,0.0152,2.366,6443,2150,0.304,24.586,276.32,1677,1875.20794397077,1238.1036308489154,2779.5097321397116,553.4237762644035,155.6578947368421
4769,14,0.0152,2.367,6463,2170,0.301,24.565,276.53,1681,1868.9028867584,1239.1809904863082,2779.271576396942,553.6295143036103,155.72368421052633
4770,14,0.0152,2.366,6443,2200,0.27,89.138,263.63,1755,1999.13895369975,1238.1036308489154,2779.5097321397116,553.4237762644035,155.6578947368421
4771,14,0.0152,2.366,6463,2170,0.274,90.605,263.53,1758,1992.06479822093,1239.1809904863082,2779.271576396942,553.6295143036103,155.6578947368421
4772,14,0.0152,2.366,6463,2230,0.241,153.587,250.7,1847,2118.54427775234,1239.1809904863082,2779.271576396942,553.6295143036103,155.6578947368421
4773,14,0.0152,2.366,6463,2230,0.245,153.593,250.69,1856,2098.95789548863,1239.1809904863082,2779.271576396942,553.6295143036103,155.6578947368421
4774,14,0.0152,2.367,6463,2200,0.223,225.811,235.51,1980,2221.19544922222,1239.1809904863082,2779.271576396942,553.6295143036103,155.72368421052633
4775,14,0.0152,2.367,6463,2200,0.222,225.811,235.51,1973,2226.09797686235,1239.1809904863082,2779.271576396942,553.6295143036103,155.72368421052633
4776,14,0.0152,2.366,6482,2200,0.184,308.576,217.8,2063,2417.5268529101,1240.2027330198018,2779.044544849401,553.8245155102643,155.6578947368421
4777,14,0.0152,2.366,6453,3750,0.171,44.49,272.87,1793,1978.34195093548,1238.6425474116186,2779.3907601873593,553.5267061631129,155.6578947368421
4778,14,0.0152,2.366,6453,3750,0.166,49.084,272.02,1782,1999.92889576945,1238.6425474116186,2779.3907601873593,553.5267061631129,155.6578947368421
4779,14,0.0152,2.367,6453,3820,0.146,79.782,265.92,1817,2063.01175042549,1238.6425474116186,2779.3907601873593,553.5267061631129,155.72368421052633
4780,14,0.0152,2.367,6463,3720,0.15,84.377,265.03,1817,2075.9334006027,1239.1809904863082,2779.271576396942,553.6295143036103,155.72368421052633
4781,14,0.0152,2.366,6453,3800,0.118,153.518,250.83,1971,2171.8398286614,1238.6425474116186,2779.3907601873593,553.5267061631129,155.6578947368421
4782,14,0.0152,2.367,6443,3810,0.117,153.583,250.71,1952,2173.02468691994,1238.1036308489154,2779.5097321397116,553.4237762644035,155.72368421052633
4783,14,0.0152,2.367,6472,3750,0.088,227.107,235.51,2133,2373.65428608474,1239.6651856112178,2779.1641301571035,553.7219378002167,155.72368421052633
4784,14,0.0152,2.367,6482,3750,0.09,228.535,235.33,2152,2352.75952539577,1240.2027330198018,2779.044544849401,553.8245155102643,155.72368421052633
4785,14,0.0152,2.367,6492,3810,0.057,317.452,216.14,2417,2647.04329128748,1240.7398110987672,2778.924748726008,553.9269724174716,155.72368421052633
4786,15,0.0128,1.93,6895,1939,0.271,288,226.38,2243,2229.05657598855,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4787,15,0.0128,1.93,6895,1953,0.238,389,204.19,2426,2379.10668653916,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4788,15,0.0128,1.93,6895,2712,0.094,392,203.52,2401,2871.17750549348,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4789,15,0.0128,1.93,8274,2780,0.194,97,279.52,1719,1804.28354406305,1330.1115196951635,2754.472024689383,570.5197691556691,150.78125
4790,15,0.0128,1.93,8274,2726,0.167,186,262,1915,1969.05421836628,1330.1115196951635,2754.472024689383,570.5197691556691,150.78125
4791,15,0.0128,1.93,8274,2671,0.154,242,250.54,2044,2063.13435565067,1330.1115196951635,2754.472024689383,570.5197691556691,150.78125
4792,15,0.0128,1.93,8274,2698,0.105,352,227.2,2243,2385.83462389519,1330.1115196951635,2754.472024689383,570.5197691556691,150.78125
4793,15,0.0128,1.93,8274,2631,0.066,510,192.18,2634,2817.62998468818,1330.1115196951635,2754.472024689383,570.5197691556691,150.78125
4794,15,0.0129,1.93,8274,1898,0.298,93,280.28,1631,1698.2754396967,1330.1115196951635,2754.472024689383,570.5197691556691,149.6124031007752
4795,15,0.0128,1.93,6895,3824,0.177,58,273.79,2066,2023.67364593129,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4796,15,0.0128,1.93,6895,2658,0.209,177,249.9,2174,2187.74567905325,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4797,15,0.0128,1.93,6895,1912,0.271,300,223.78,2249,2247.38886705527,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4798,15,0.0128,1.93,6895,1329,0.391,395,202.85,2174,2125.99970353079,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4799,15,0.0128,1.93,6895,1478,0.176,932,77.55,2937,3066.00817446364,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4800,15,0.0128,1.93,10343,1370,0.334,185,280.56,1404,1292.40438987334,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4801,15,0.0128,1.93,10343,2644,0.151,157,285.89,1546,1577.84932792218,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4802,15,0.0128,1.93,10343,2766,0.098,289,259.91,1909,1971.42241003216,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4803,15,0.0128,1.93,10343,1424,0.288,285,260.72,1555,1464.24708972376,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4804,15,0.0128,1.93,10343,1207,0.343,403,236.03,1697,1375.59315656943,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4805,15,0.0128,1.93,10343,2739,0.068,409,234.74,2259,2295.29834948571,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4806,15,0.0128,1.93,10343,2726,0.045,502,214.46,2533,2546.97415013555,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4807,15,0.0128,1.93,10343,1356,0.251,501,214.68,1858,1677.07267998649,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4808,15,0.0129,1.93,10343,1302,0.228,619,188.2,1975,1845.88692919693,1422.593807837813,2719.1183836055575,586.6380544514933,149.6124031007752
4809,15,0.0128,1.93,10343,2726,0.009,604,191.61,2782,2981.0102970838,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4810,15,0.0128,1.93,10343,3783,0.087,178,281.9,1823,1835.5372179086,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4811,15,0.0128,1.93,10343,3783,0.056,282,261.34,2227,2234.72199035923,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4812,15,0.0128,1.93,10343,3688,0.031,395,237.74,2662,2579.23831405928,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4813,15,0.0129,1.93,10343,3715,0.002,492,216.67,3044,2956.9864844393,1422.593807837813,2719.1183836055575,586.6380544514933,149.6124031007752
4814,15,0.0128,1.93,10343,1953,0.088,620,187.97,2379,2379.49258952781,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4815,15,0.0128,1.93,10343,5316,0.07,160,285.33,2208,2037.27485829216,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4816,15,0.0128,1.93,10343,5438,0.034,285,260.72,2968,2601.70379838244,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4817,15,0.0128,1.93,10343,5438,0.002,389,239.02,3533,3176.93829562869,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4818,15,0.0128,1.93,10343,1966,0.117,465,222.6,2009,2135.36602052852,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4819,15,0.0128,1.93,10343,1980,0.16,332,251.04,1773,1793.31986922933,1422.593807837813,2719.1183836055575,586.6380544514933,150.78125
4820,15,0.0128,1.93,5171,1370,0.496,63,253.39,1975,1931.53798255488,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4821,15,0.0128,1.93,5171,1912,0.391,64,253.18,2221,2019.84059617962,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4822,15,0.0128,1.93,5171,2658,0.294,66,252.78,2401,2187.86752331913,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4823,15,0.0128,1.93,5171,2698,0.254,178,229.27,2647,2449.11934772597,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4824,15,0.0128,1.93,5171,1329,0.494,188,227.12,2186,1983.33054038843,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4825,15,0.0128,1.93,5171,1898,0.36,194,225.83,2454,2259.94162246318,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4826,15,0.0128,1.93,5171,1926,0.324,289,205.01,2606,2452.37814809313,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4827,15,0.0128,1.93,5171,1356,0.466,293,204.13,2363,2078.41456820399,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4828,15,0.0128,1.93,5171,1329,0.439,388,182.75,2429,2236.25225807131,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4829,15,0.0128,1.93,5171,1898,0.297,392,181.84,2754,2618.61821942577,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4830,15,0.0128,1.93,5171,1885,0.25,520,152.37,2896,2885.44060818307,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4831,15,0.0128,1.93,5171,1342,0.438,484,160.72,2662,2227.46063380941,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4832,15,0.0128,1.93,5171,3797,0.211,76,250.72,2640,2398.40311005333,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4833,15,0.0128,1.93,5171,5492,0.133,85,248.87,2741,2596.52109535593,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4834,15,0.0128,1.93,5171,5424,0.067,207,223.02,2845,3008.40767129014,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4835,15,0.0128,1.93,5171,3770,0.152,202,224.1,2811,2681.03211137651,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4836,15,0.0128,1.93,5171,3810,0.1,305,201.45,2953,2878.032743499,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4837,15,0.0128,1.93,5171,2604,0.219,291,204.57,2795,2683.73128675491,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4838,15,0.0128,1.93,5171,2617,0.172,411,177.51,2997,2948.53135309552,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4839,15,0.0128,1.93,5171,3837,0.073,367,187.52,3088,3116.65701827562,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4840,15,0.0128,1.93,5171,3892,0.028,506,155.62,3562,3521.50655341475,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4841,15,0.0128,1.93,5171,2617,0.127,541,147.47,3243,3234.35981347552,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4842,15,0.0128,1.93,5171,5587,0.014,346,192.26,3413,3856.76041772708,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4843,15,0.0128,1.93,5171,5302,0.007,450,168.57,4060,3916.00296772821,1165.1066838845832,2792.762646953014,539.2028862229513,150.78125
4844,15,0.0128,1.93,6895,1790,0.068,1060,46.87,3451,3653.33736677154,1262.0095288432394,2773.9253851760195,557.9591327196623,150.78125
4845,15,0.00622,0.91,6895,2020,0.255,372,207.97,2606,3232.25498842252,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4846,15,0.00622,0.91,6895,1668,0.388,499,179.35,3082,2710.27425343651,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4847,15,0.00622,0.91,6895,1722,0.381,504,178.21,3164,2698.34883663674,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4848,15,0.00622,0.91,6895,1858,0.351,453,189.81,3110,2805.73036094855,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4849,15,0.00622,0.91,6895,1844,0.307,599,156.3,3338,3056.28886883514,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4850,15,0.00622,0.91,6895,2075,0.205,795,110.21,3902,3549.94704257588,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4851,15,0.00622,0.91,6895,2658,0.256,343,214.38,3300,2803.45531955413,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4852,15,0.00622,0.91,6895,2861,0.213,479,183.91,3902,3006.27242718987,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4853,15,0.00622,0.91,6895,2712,0.162,679,137.61,4265,3479.56066641579,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4854,15,0.00622,0.91,6895,2753,0.132,757,119.22,4480,3722.03592035855,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4855,15,0.00622,0.91,6895,3851,0.167,312,221.17,3697,2956.58279321253,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4856,15,0.00622,0.91,6895,3783,0.139,410,199.5,3991,3161.62008057772,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4857,15,0.00622,0.91,6895,3770,0.127,469,186.19,4243,3241.52008965758,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4858,15,0.00622,0.91,6895,3783,0.088,582,160.25,4606,3576.96565068673,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4859,15,0.00622,0.91,6895,3878,0.082,692,134.55,5382,3611.39448531192,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4860,15,0.00622,0.91,6895,5180,0.166,104,264.74,3129,2772.73918619533,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4861,15,0.00622,0.91,6895,5261,0.127,223,240.28,3713,2940.06529192662,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4862,15,0.00622,0.91,6895,5451,0.082,324,218.55,4158,3382.33715791126,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4863,15,0.00622,0.91,6895,5410,0.063,409,199.72,4644,3690.24155751948,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4864,15,0.00622,0.91,6895,5275,0.053,494,180.5,5155,3853.81579393923,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4865,15,0.00622,0.91,6895,7472,0.122,113,262.94,3776,3346.08616269726,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4866,15,0.00622,0.91,6895,7499,0.07,205,244.06,3962,3898.07069267134,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4867,15,0.00622,0.91,6895,7417,0.045,306,222.48,4726,4317.95584179928,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4868,15,0.00622,0.91,6895,7485,0.027,409,199.72,5729,4902.74925647928,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4869,15,0.00622,0.91,10343,2753,0.16,408,234.95,2883,2130.95932379454,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4870,15,0.00622,0.91,10343,2685,0.146,535,207.13,3309,2297.3086381241,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4871,15,0.00622,0.91,6895,2658,0.173,594,157.46,3868,3417.62221774365,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4872,15,0.00622,0.91,6895,5329,0.046,476,184.6,4946,4007.61446436944,1262.0095288432394,2773.9253851760195,557.9591327196623,146.30225080385853
4873,15,0.00622,0.91,10343,2726,0.176,382,240.51,2833,2011.74209430005,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4874,15,0.00622,0.91,10343,2658,0.155,493,216.45,3139,2221.96924576995,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4875,15,0.00622,0.91,10343,2726,0.117,584,196.13,3413,2618.45281594554,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4876,15,0.00622,0.91,10343,2685,0.109,640,183.41,3571,2735.45033350248,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4877,15,0.00622,0.91,10343,2807,0.098,683,173.55,3868,2806.02896115509,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4878,15,0.00622,0.91,10343,3837,0.089,392,238.38,3315,2576.2899390193,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4879,15,0.00622,0.91,10343,3810,0.064,503,214.24,3798,3051.56158672892,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4880,15,0.00622,0.91,10343,3715,0.067,543,205.34,3981,3019.85341109963,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4881,15,0.00622,0.91,10343,3688,0.057,633,185.01,4435,3206.49046751917,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4882,15,0.00622,0.91,10343,3688,0.035,717,165.7,4786,3622.59389879198,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4883,15,0.00622,0.91,10343,5180,0.101,226,272.57,3145,2326.89520828337,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4884,15,0.00622,0.91,10343,5316,0.067,357,245.8,4019,2979.75489383657,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4885,15,0.00622,0.91,10343,5302,0.054,438,228.48,4584,3225.93561378569,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4886,15,0.00622,0.91,10343,5356,0.024,520,210.47,5019,3966.25354851791,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4887,15,0.00622,0.91,10343,5234,0.008,612,189.79,5543,4322.94328392967,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4888,15,0.00622,0.91,10343,7566,0.055,271,263.57,4407,3601.94806390842,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4889,15,0.00622,0.91,10343,7661,0.032,354,246.43,5151,4230.88643216143,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4890,15,0.00622,0.91,10343,7783,0.003,428,230.65,5713,5024.79380927991,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4891,15,0.00622,0.91,10343,2698,0.053,785,149.87,3918,3532.40804133071,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4892,15,0.00622,0.91,10343,2712,0.021,914,119.48,4344,4072.84140326663,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4893,15,0.00622,0.91,10343,2590,0.004,1055,85.88,4672,4397.43743729096,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4894,15,0.00622,0.91,10343,5397,0.011,634,184.78,5950,4310.07202067037,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4895,15,0.00622,0.91,10343,5383,0.109,182,281.14,2965,2297.92201319513,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4896,15,0.00622,0.91,10343,7417,0.085,165,284.38,3476,2977.38162671309,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4897,15,0.00622,0.91,10343,7580,0.064,229,271.97,4019,3456.85783823056,1422.593807837813,2719.1183836055575,586.6380544514933,146.30225080385853
4898,15,0.0128,0.91,6895,976,0.43,96,266.33,2549,2254.71196593798,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4899,15,0.0128,0.91,6895,963,0.411,184,248.44,2713,2327.72893276173,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4900,15,0.0128,0.91,6895,976,0.357,303,223.13,2880,2500.57523398466,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4901,15,0.0128,0.91,6895,990,0.331,381,205.97,3054,2608.70729155413,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4902,15,0.0128,0.91,6895,936,0.303,487,182.09,3095,2796.71358065664,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4903,15,0.0128,0.91,6895,1370,0.292,90,267.52,2549,2523.95784549008,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4904,15,0.0128,0.91,6895,1424,0.218,236,237.52,2817,2840.79252785211,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4905,15,0.0128,0.91,6895,1397,0.209,285,227.03,2937,2900.87583865471,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4906,15,0.0128,0.91,6895,1370,0.18,365,209.52,3054,3096.38961288385,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4907,15,0.0128,0.91,6895,1370,0.152,436,193.65,3192,3288.72448836332,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4908,15,0.0128,0.91,6895,1356,0.139,502,178.67,3379,3400.86610782538,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4909,15,0.0128,0.91,6895,1912,0.211,59,273.6,2533,2543.70147167017,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4910,15,0.0128,0.91,6895,1966,0.146,183,248.65,2776,2895.17812534922,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4911,15,0.0128,0.91,6895,1953,0.109,270,230.26,2975,3187.98126362604,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4912,15,0.0128,0.91,6895,1898,0.083,365,209.52,3259,3443.01746337488,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4913,15,0.0128,0.91,6895,1885,0.032,499,179.35,3612,3940.12101212408,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4914,15,0.0128,0.91,6895,2739,0.121,80,269.49,2521,2670.43911793955,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4915,15,0.0128,0.91,6895,2766,0.067,193,246.57,2852,3092.86109319041,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4916,15,0.0128,0.91,6895,2739,0.04,276,228.97,3224,3383.50416845758,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4917,15,0.0128,0.91,6895,2739,0.004,384,205.3,3741,3841.61144039235,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4918,15,0.0128,0.91,6895,3851,0.063,96,266.33,2577,2728.60055654966,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4919,15,0.0128,0.91,6895,3756,0.027,216,241.75,3379,3164.43429621774,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4920,15,0.0128,0.91,6895,5519,0.048,66,272.23,2669,2760.98424530346,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4921,15,0.0128,0.91,6895,5383,0.014,176,250.1,3713,3386.30977946124,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4922,15,0.0128,0.91,6895,7594,0.027,88,267.92,3420,3443.16891180904,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4923,15,0.0128,0.91,6895,7539,0.004,158,253.81,4331,3932.7365894043,1262.0095288432394,2773.9253851760195,557.9591327196623,71.09375
4924,15,0.0128,0.91,10343,1397,0.178,190,279.6,2057,2100.89341498439,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4925,15,0.0128,0.91,10343,1397,0.113,354,246.43,2448,2557.93553269743,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4926,15,0.0128,0.91,10343,1356,0.07,481,219.09,2713,2882.59430815276,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4927,15,0.0128,0.91,10343,1383,0.029,564,200.64,2912,3149.76210582648,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4928,15,0.0128,0.91,10343,1356,0.006,640,183.41,3073,3308.83054090919,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4929,15,0.0128,0.91,10343,1912,0.098,205,276.69,2221,2326.21729529225,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4930,15,0.0128,0.91,10343,1939,0.059,291,259.5,2492,2626.11856960018,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4931,15,0.0128,0.91,10343,1953,0.004,408,234.95,2827,3173.11916059443,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4932,15,0.0128,0.91,10343,2848,0.049,195,278.63,2577,2469.47662438478,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4933,15,0.0128,0.91,10343,2820,0.005,311,255.39,3129,3012.43050222629,1422.593807837813,2719.1183836055575,586.6380544514933,71.09375
4934,15,0.0112,3.66,10446,7824,0.203,155,287.11,2492,2153.94824437672,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4935,15,0.0112,3.66,10446,6495,0.115,265,265.67,2050,1865.41670068856,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4936,15,0.0112,3.66,10446,7838,0.107,278,263.04,2492,2376.28279242618,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4937,15,0.0112,3.66,10446,6468,0.05,433,230.51,2461,2568.91307710481,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4938,15,0.0112,3.66,10446,7797,0.051,453,226.17,3092,2875.32043577134,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4939,15,0.0112,3.66,10446,6509,0.028,579,198.24,3060,3031.42742747187,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4940,15,0.0112,3.66,10446,6522,0.01,696,171.55,3533,3409.60500120766,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4941,15,0.0112,3.66,10446,7824,0.252,97,297.75,2524,2084.38655936097,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4942,15,0.0112,3.66,10446,6536,0.093,297,259.17,2082,2017.53202864117,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4943,15,0.0112,3.66,10446,6522,0.29,30,309.33,2019,1446.98416279892,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4944,15,0.0112,3.66,10446,6794,0.294,49,306.13,2227,1502.66033257285,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4945,15,0.0112,3.66,10446,6794,0.301,51,305.79,2284,1483.52957109744,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
4946,15,0.0112,3.66,10446,6794,0.306,53,305.45,2325,1465.71711963236,1426.9775354532576,2717.171862403542,587.3728556623449,326.7857142857143
